
[0.04285714285714286, 0.0761904761904762, 0.1261904761904762, 0.1261904761904762, 0.1761904761904762, 0.20952380952380953, 0.24285714285714285]
[0.046875, 0.078125, 0.140625, 0.140625, 0.203125, 0.234375, 0.265625]

[0.05714285714285714, 0.09047619047619047, 0.09047619047619047, 0.12380952380952381, 0.15714285714285714, 0.15714285714285714, 0.32380952380952377]
[0.046875, 0.078125, 0.078125, 0.109375, 0.140625, 0.140625, 0.171875]

[0.07142857142857142, 0.10476190476190475, 0.10476190476190475, 0.1380952380952381, 0.1380952380952381, 0.1380952380952381, 0.30476190476190473]
[0.046875, 0.078125, 0.078125, 0.109375, 0.109375, 0.109375, 0.140625]

[0.09523809523809523, 0.09523809523809523, 0.12857142857142856, 0.12857142857142856, 0.12857142857142856, 0.12857142857142856, 0.29523809523809524]
[0.0625, 0.0625, 0.09375, 0.09375, 0.09375, 0.09375, 0.125]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

[0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.11904761904761904, 0.2857142857142857]
[0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.078125, 0.109375]

