
[0.0, 0.05, 0.13333333333333333, 0.13333333333333333, 0.21666666666666667, 0.4666666666666667]
[0.0, 0.0625, 0.1875, 0.1875, 0.3125, 0.4375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.03333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666669, 0.21666666666666667, 0.41666666666666663]
[0.03125, 0.09375, 0.09375, 0.21875, 0.28125, 0.34375]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.05, 0.1, 0.1, 0.15000000000000002, 0.2, 0.39999999999999997]
[0.0625, 0.125, 0.125, 0.1875, 0.25, 0.3125]

[0.06666666666666667, 0.11666666666666667, 0.11666666666666667, 0.16666666666666666, 0.16666666666666666, 0.36666666666666664]
