['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '3339335/110198071', '150270076/4958913195', '150270077/4958913195', '150270079/4958913195', '150270082/4958913195', '150270086/4958913195', '10018006/330594213', '30054019/991782639', '30054020/991782639', '10018007/330594213', '150270109/4958913195', '150270113/4958913195', '150270116/4958913195', '150270118/4958913195', '150270119/4958913195', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071', '3339336/110198071']
['40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '40072021/1322376853', '601080317/19835652795', '200360107/6611884265', '200360109/6611884265', '601080337/19835652795', '200360117/6611884265', '120216073/3967130559', '200360127/6611884265', '200360133/6611884265', '120216083/3967130559', '200360143/6611884265', '601080443/19835652795', '200360151/6611884265', '28622879/944554895', '601080463/19835652795', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853', '40072031/1322376853']
['20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '20036011/661188427', '300540167/9917826405', '300540169/9917826405', '300540173/9917826405', '300540179/9917826405', '60108037/1983565281', '300540191/9917826405', '300540199/9917826405', '60108041/1983565281', '300540211/9917826405', '300540217/9917826405', '300540221/9917826405', '300540223/9917826405', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427', '20036015/661188427']
['601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080341/19835652821', '601080343/19835652821', '601080347/19835652821', '601080353/19835652821', '601080363/19835652821', '601080373/19835652821', '601080383/19835652821', '601080397/19835652821', '601080407/19835652821', '601080417/19835652821', '601080427/19835652821', '601080433/19835652821', '601080437/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821', '601080439/19835652821']
['988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '988619/32624429', '150270089/4958913208', '75135045/2479456604', '37567523/1239728302', '75135047/2479456604', '18783762/619864151', '150270099/4958913208', '150270101/4958913208', '150270103/4958913208', '150270105/4958913208', '75135053/2479456604', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432', '7908953/260995432']
['19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '19389689/639859769', '601080361/19835652839', '601080365/19835652839', '601080371/19835652839', '601080379/19835652839', '601080385/19835652839', '601080395/19835652839', '601080401/19835652839', '601080409/19835652839', '601080415/19835652839', '601080419/19835652839', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769', '19389691/639859769']
['100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '100180061/3305942141', '300540185/9917826423', '300540187/9917826423', '300540191/9917826423', '300540193/9917826423', '300540197/9917826423', '300540199/9917826423', '300540203/9917826423', '300540205/9917826423', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141', '100180069/3305942141']
['31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '31635809/1043981729', '601080373/19835652851', '14660497/483796411', '601080383/19835652851', '601080387/19835652851', '601080393/19835652851', '601080397/19835652851', '85868629/2833664693', '601080407/19835652851', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729', '31635811/1043981729']
['75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '75135047/2479456607', '150270095/4958913214', '75135048/2479456607', '150270097/4958913214', '75135049/2479456607', '150270099/4958913214', '75135050/2479456607', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214', '150270101/4958913214']
['601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '601080379/19835652859', '54643671/1803241169', '601080385/19835652859', '601080389/19835652859', '601080391/19835652859', '601080395/19835652859', '601080399/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859', '601080401/19835652859']
['300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540191/9917826431', '300540193/9917826431', '300540195/9917826431', '300540195/9917826431', '300540197/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431', '300540199/9917826431']
['3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '3130627/103310692', '300540193/9917826432', '100180065/3305942144', '100180065/3305942144', '300540197/9917826432', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072', '50090033/1652971072']
['300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540193/9917826433', '300540195/9917826433', '300540195/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433', '300540197/9917826433']
['200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '200360129/6611884289', '601080389/19835652867', '601080391/19835652867', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289', '200360131/6611884289']
['150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270097/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217', '150270098/4958913217']
['601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080389/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869', '601080391/19835652869']
['1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33', '1/33']
