['7/258', '13/258', '19/258', '29/258', '35/258', '1/6', '17/86', '61/258']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
['9/140', '3/35', '1/10', '17/140', '9/70', '3/20', '23/140', '13/70']
