['20864[0, 224, 440, 664, 888, 1120, 1336, 1576, 1808, 2048, 2296, 2552, 2816, 3096]']
['21616[198, 398, 598, 798, 998, 1210, 1410, 1622, 1834, 2050, 2274, 2502, 2738, 2986]']
['22176[360, 544, 724, 908, 1088, 1280, 1464, 1656, 1848, 2048, 2248, 2456, 2664, 2888]']
['22596[494, 662, 826, 998, 1162, 1334, 1506, 1682, 1858, 2038, 2222, 2410, 2602, 2802]']
['22920[606, 762, 910, 1070, 1222, 1382, 1538, 1702, 1862, 2030, 2198, 2370, 2542, 2726]']
['23172[700, 844, 984, 1128, 1272, 1420, 1564, 1720, 1864, 2020, 2172, 2332, 2492, 2660]']
['23376[782, 918, 1046, 1182, 1314, 1450, 1582, 1734, 1862, 2010, 2150, 2298, 2446, 2602]']
['23536[850, 978, 1098, 1226, 1350, 1478, 1598, 1742, 1862, 1998, 2130, 2270, 2406, 2550]']
['23668[908, 1032, 1144, 1264, 1380, 1504, 1612, 1748, 1860, 1988, 2112, 2244, 2368, 2504]']
['23768[954, 1074, 1182, 1294, 1406, 1522, 1626, 1750, 1858, 1982, 2098, 2218, 2338, 2466]']
['23848[990, 1110, 1214, 1322, 1426, 1538, 1638, 1754, 1858, 1974, 2082, 2198, 2310, 2434]']
['23904[1018, 1134, 1238, 1342, 1442, 1550, 1646, 1758, 1858, 1966, 2070, 2182, 2290, 2410]']
['23948[1040, 1156, 1256, 1360, 1456, 1560, 1652, 1760, 1856, 1960, 2060, 2168, 2272, 2392]']
['23976[1054, 1170, 1270, 1370, 1466, 1566, 1658, 1762, 1854, 1954, 2054, 2158, 2262, 2378]']
['23996[1064, 1180, 1280, 1380, 1472, 1572, 1660, 1764, 1852, 1952, 2048, 2152, 2252, 2368]']
['24008[1070, 1186, 1286, 1386, 1478, 1574, 1662, 1766, 1850, 1950, 2046, 2146, 2246, 2362]']
['24016[1074, 1190, 1290, 1390, 1482, 1578, 1662, 1766, 1850, 1950, 2042, 2142, 2242, 2358]']
['24020[1076, 1192, 1292, 1392, 1484, 1580, 1664, 1764, 1852, 1948, 2040, 2140, 2240, 2356]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
['24024[1078, 1194, 1294, 1394, 1486, 1582, 1666, 1766, 1850, 1946, 2038, 2138, 2238, 2354]']
