['5/288', '5/144', '5/96', '7/96', '25/288', '31/288', '1/8', '7/48', '1/6', '55/288']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
['1/18', '43/630', '7/90', '11/126', '59/630', '67/630', '71/630', '11/90', '83/630', '13/90']
