['52[0, 4, 4, 12, 12, 20]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
['60[4, 8, 8, 12, 12, 16]']
