['657/92182', '1315/92182', '1975/92182', '2637/92182', '3303/92182', '3977/92182', '4641/92182', '5329/92182', '6015/92182', '6711/92182', '7421/92182', '8137/92182', '8871/92182', '9621/92182', '10389/92182', '11183/92182']
['1993/51255', '433/10251', '2327/51255', '2486/51255', '2644/51255', '934/17085', '58/1005', '3118/51255', '1091/17085', '229/3417', '719/10251', '3758/51255', '3922/51255', '4088/51255', '473/5695', '1478/17085']
['4047/102640', '4389/102640', '4709/102640', '5021/102640', '5329/102640', '5637/102640', '5941/102640', '6253/102640', '6551/102640', '6867/102640', '7179/102640', '7493/102640', '7811/102640', '1627/20528', '1693/20528', '8813/102640']
['2047/51369', '739/17123', '792/17123', '2530/51369', '2681/51369', '944/17123', '2980/51369', '3133/51369', '3278/51369', '3433/51369', '3584/51369', '3737/51369', '3892/51369', '4051/51369', '4213/51369', '4385/51369']
['413/10281', '2234/51405', '104/2235', '509/10281', '898/17135', '2842/51405', '996/17135', '1046/17135', '656/10281', '1144/17135', '1193/17135', '1243/17135', '1294/17135', '1346/17135', '4198/51405', '4369/51405']
['2078/51431', '2247/51431', '2404/51431', '2556/51431', '2704/51431', '2850/51431', '2994/51431', '3142/51431', '3281/51431', '3431/51431', '3575/51431', '3723/51431', '3874/51431', '4028/51431', '4187/51431', '4357/51431']
['2087/51449', '2256/51449', '2413/51449', '2564/51449', '2711/51449', '2856/51449', '2998/51449', '3145/51449', '3282/51449', '3430/51449', '3572/51449', '3719/51449', '3868/51449', '4021/51449', '4179/51449', '4348/51449']
['2093/51461', '2262/51461', '2419/51461', '2570/51461', '2716/51461', '2860/51461', '3001/51461', '3147/51461', '3283/51461', '3429/51461', '3570/51461', '3716/51461', '3864/51461', '4016/51461', '4173/51461', '4342/51461']
['2097/51469', '206/4679', '2423/51469', '234/4679', '2720/51469', '2863/51469', '273/4679', '3148/51469', '3284/51469', '3428/51469', '3569/51469', '3714/51469', '351/4679', '4012/51469', '379/4679', '4338/51469']
['4199/102948', '4537/102948', '1617/34316', '5153/102948', '1815/34316', '5731/102948', '2003/34316', '2099/34316', '6569/102948', '2285/34316', '2379/34316', '2475/34316', '7717/102948', '2673/34316', '8333/102948', '377/4476']
['2101/51477', '2270/51477', '809/17159', '2578/51477', '908/17159', '2867/51477', '1002/17159', '3149/51477', '3284/51477', '3428/51477', '3568/51477', '1237/17159', '3857/51477', '1336/17159', '4165/51477', '4334/51477']
['2102/51479', '2271/51479', '2428/51479', '2579/51479', '2725/51479', '2868/51479', '3007/51479', '3150/51479', '3284/51479', '3428/51479', '3567/51479', '3710/51479', '3856/51479', '4007/51479', '4164/51479', '4333/51479']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
['841/20592', '413/9360', '1619/34320', '469/9360', '1817/34320', '5737/102960', '401/6864', '6301/102960', '6569/102960', '457/6864', '7133/102960', '2473/34320', '701/9360', '2671/34320', '757/9360', '1733/20592']
