['1/28', '3/28', '3/28', '5/28', '1/4', '9/28']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
['1/15', '2/15', '2/15', '1/5', '1/5', '4/15']
