['1909/410876', '3819/410876', '5731/410876', '15295/821752', '19137/821752', '2874/102719', '26861/821752', '30755/821752', '34657/821752', '19297/410876', '21277/410876', '46547/821752', '25287/410876', '54643/821752', '58755/821752', '31459/410876', '67137/821752', '17855/205438', '75777/821752', '40109/410876']
['16611/604216', '54053/1812648', '19421/604216', '62489/1812648', '66721/1812648', '23657/604216', '75233/1812648', '26505/604216', '27933/604216', '29381/604216', '92447/1812648', '96823/1812648', '101191/1812648', '35199/604216', '110023/1812648', '114479/1812648', '39653/604216', '41159/604216', '128023/1812648', '44203/604216']
['25866/909013', '900/29323', '29924/909013', '31953/909013', '33986/909013', '36025/909013', '38071/909013', '40126/909013', '42180/909013', '44262/909013', '46330/909013', '6918/129859', '50520/909013', '7519/129859', '54753/909013', '56887/909013', '59033/909013', '61196/909013', '63373/909013', '9367/129859']
['53443/1822716', '8197/260388', '61283/1822716', '9313/260388', '23035/607572', '73027/1822716', '76963/1822716', '80917/1822716', '84865/1822716', '29621/607572', '92843/1822716', '96865/1822716', '33631/607572', '14993/260388', '109019/1822716', '113117/1822716', '117239/1822716', '121391/1822716', '41857/607572', '129791/1822716']
['54977/1826794', '58797/1826794', '62577/1826794', '66351/1826794', '70127/1826794', '73911/1826794', '77703/1826794', '81513/1826794', '85319/1826794', '89163/1826794', '93001/1826794', '96871/1826794', '100749/1826794', '104649/1826794', '108567/1826794', '112511/1826794', '116477/1826794', '120473/1826794', '124495/1826794', '128563/1826794']
['28171/915160', '3754/114395', '31867/915160', '4212/114395', '17761/457580', '4669/114395', '39183/915160', '41023/915160', '42861/915160', '8943/183032', '46567/915160', '24217/457580', '10061/183032', '10437/183032', '10815/183032', '27989/457580', '5789/91516', '29909/457580', '61759/915160', '63727/915160']
['57547/1833354', '61187/1833354', '64763/1833354', '7591/203706', '71863/1833354', '931/22634', '78959/1833354', '9169/203706', '86081/1833354', '1107/22634', '93247/1833354', '96859/1833354', '100477/1833354', '104113/1833354', '35923/611118', '111449/1833354', '115147/1833354', '118877/1833354', '122639/1833354', '14051/203706']
['7325/229493', '1413/41726', '2985/83452', '34569/917972', '18147/458986', '38019/917972', '641/14806', '41471/917972', '43199/917972', '22469/458986', '46671/917972', '12106/229493', '12544/229493', '51939/917972', '13428/229493', '5045/83452', '42/673', '59099/917972', '60927/917972', '1427/20863']
['29757/919070', '6303/183814', '33231/919070', '17464/459535', '36613/919070', '19147/459535', '39973/919070', '20828/459535', '43337/919070', '45029/919070', '23356/459535', '48417/919070', '50119/919070', '51833/919070', '26778/459535', '55289/919070', '28517/459535', '58797/919070', '6058/91907', '6240/91907']
['60299/1839986', '63771/1839986', '67147/1839986', '70479/1839986', '829/20674', '77069/1839986', '80349/1839986', '83633/1839986', '86913/1839986', '90215/1839986', '93493/1839986', '96819/1839986', '100135/1839986', '103477/1839986', '106833/1839986', '110213/1839986', '113619/1839986', '117063/1839986', '120553/1839986', '124125/1839986']
['30483/920762', '32201/920762', '16934/460381', '35507/920762', '37129/920762', '38743/920762', '40349/920762', '41955/920762', '21780/460381', '45175/920762', '46775/920762', '24201/460381', '50021/920762', '25827/460381', '26647/460381', '27473/460381', '56613/920762', '58301/920762', '30007/460381', '30886/460381']
['15382/460699', '16234/460699', '17059/460699', '17868/460699', '37333/921398', '38921/921398', '40499/921398', '42075/921398', '21824/460699', '45233/921398', '46799/921398', '24197/460699', '49979/921398', '51579/921398', '26593/460699', '54807/921398', '56443/921398', '29051/460699', '59789/921398', '61525/921398']
['61997/1843838', '65383/1843838', '68655/1843838', '71859/1843838', '75013/1843838', '78143/1843838', '81253/1843838', '84355/1843838', '87445/1843838', '90563/1843838', '93639/1843838', '96771/1843838', '99885/1843838', '103027/1843838', '106185/1843838', '109375/1843838', '112595/1843838', '115865/1843838', '119197/1843838', '122633/1843838']
['62383/1844682', '65753/1844682', '23001/614894', '72181/1844682', '25101/614894', '78397/1844682', '81467/1844682', '84527/1844682', '87571/1844682', '12949/263526', '93673/1844682', '96755/1844682', '99821/1844682', '34305/614894', '106027/1844682', '109171/1844682', '112349/1844682', '38527/614894', '118877/1844682', '122285/1844682']
['31349/922680', '8257/230670', '6929/184536', '3293/83880', '9443/230670', '4913/115335', '40823/922680', '8467/184536', '21919/461340', '7559/153780', '15617/307560', '4837/92268', '49883/922680', '5141/92268', '5883/102520', '2725/46134', '7009/115335', '57671/922680', '29653/461340', '20333/307560']
['62951/1845898', '66301/1845898', '69523/1845898', '72663/1845898', '75741/1845898', '78781/1845898', '81793/1845898', '84789/1845898', '87763/1845898', '90761/1845898', '93725/1845898', '96727/1845898', '99719/1845898', '102741/1845898', '105783/1845898', '108859/1845898', '111973/1845898', '115145/1845898', '118395/1845898', '121765/1845898']
['3947/115395', '4156/115395', '6971/184632', '36419/923160', '1265/30772', '39461/923160', '3413/76930', '42443/923160', '3137/65940', '1081/21980', '46871/923160', '24179/461580', '178/3297', '3667/65940', '26423/461580', '54371/923160', '1997/32970', '57493/923160', '5911/92316', '20263/307720']
['31655/923324', '33325/923324', '34929/923324', '36489/923324', '19007/461662', '19759/461662', '10251/230831', '21241/461662', '2313/48596', '11355/230831', '46877/923324', '48353/923324', '49825/923324', '12828/230831', '13202/230831', '54323/923324', '55859/923324', '57429/923324', '14760/230831', '60715/923324']
['15858/461725', '607/16790', '34987/923450', '18272/461725', '331/8030', '39563/923450', '41043/923450', '42513/923450', '4397/92345', '9087/184690', '2131/41975', '48349/923450', '49813/923450', '223/4015', '52777/923450', '27142/461725', '2537/41975', '393/6325', '11797/184690', '60657/923450']
['1815/52774', '66861/1847090', '10009/263870', '73173/1847090', '10887/263870', '79197/1847090', '82147/1847090', '17015/369418', '87977/1847090', '90893/1847090', '93773/1847090', '96693/1847090', '19921/369418', '14649/263870', '21101/369418', '15501/263870', '111557/1847090', '114677/1847090', '23577/369418', '24245/369418']
['15899/461808', '11155/307872', '35065/923616', '36619/923616', '38135/923616', '19813/461808', '13699/307872', '42557/923616', '44003/923616', '45455/923616', '2605/51312', '6043/115452', '8299/153936', '51257/923616', '52733/923616', '27115/461808', '55751/923616', '14327/230904', '29455/461808', '6731/102624']
['7956/230917', '33491/923668', '17545/461834', '36643/923668', '19079/461834', '39647/923668', '41115/923668', '10643/230917', '22007/461834', '22731/461834', '11723/230917', '24171/461834', '49787/923668', '25623/461834', '26359/461834', '13553/230917', '27865/461834', '57285/923668', '29443/461834', '30277/461834']
['12737/369482', '67019/1847410', '70217/1847410', '73321/1847410', '76349/1847410', '15865/369482', '82257/1847410', '17033/369482', '17609/369482', '18187/369482', '93787/1847410', '2613/49930', '99563/1847410', '20495/369482', '21083/369482', '108397/1847410', '111429/1847410', '114537/1847410', '117737/1847410', '121071/1847410']
['63711/1847462', '67045/1847462', '70243/1847462', '73347/1847462', '76373/1847462', '79347/1847462', '82277/1847462', '85181/1847462', '88057/1847462', '90943/1847462', '93789/1847462', '96679/1847462', '99555/1847462', '102463/1847462', '105399/1847462', '108377/1847462', '111407/1847462', '114513/1847462', '117711/1847462', '121045/1847462']
['63729/1847498', '67063/1847498', '70261/1847498', '73365/1847498', '76391/1847498', '79363/1847498', '82291/1847498', '85193/1847498', '88065/1847498', '90949/1847498', '93791/1847498', '96677/1847498', '99549/1847498', '102455/1847498', '105387/1847498', '108363/1847498', '111391/1847498', '114495/1847498', '117693/1847498', '121027/1847498']
['63741/1847522', '67075/1847522', '70273/1847522', '73377/1847522', '76403/1847522', '79375/1847522', '82301/1847522', '85201/1847522', '88071/1847522', '4787/97238', '93793/1847522', '96675/1847522', '99545/1847522', '102449/1847522', '105379/1847522', '108353/1847522', '111379/1847522', '114483/1847522', '117681/1847522', '121015/1847522']
['9107/263934', '22361/615846', '7809/205282', '73385/1847538', '1777/42966', '26461/615846', '82309/1847538', '85207/1847538', '88075/1847538', '90955/1847538', '31265/615846', '96673/1847538', '33181/615846', '14635/263934', '105373/1847538', '1165/19866', '111371/1847538', '114475/1847538', '117673/1847538', '121007/1847538']
['31877/923774', '16772/461887', '35143/923774', '36695/923774', '19104/461887', '19847/461887', '41157/923774', '21303/461887', '44039/923774', '22739/461887', '23449/461887', '24168/461887', '49771/923774', '51221/923774', '26342/461887', '27085/461887', '55683/923774', '57235/923774', '29417/461887', '60501/923774']
['63757/1847554', '67091/1847554', '70289/1847554', '73393/1847554', '76419/1847554', '79391/1847554', '82317/1847554', '85215/1847554', '88081/1847554', '90957/1847554', '93795/1847554', '96673/1847554', '99541/1847554', '102439/1847554', '105365/1847554', '108337/1847554', '111363/1847554', '114467/1847554', '117665/1847554', '120999/1847554']
['63759/1847558', '67093/1847558', '70291/1847558', '73395/1847558', '76421/1847558', '79393/1847558', '82319/1847558', '85217/1847558', '88083/1847558', '90959/1847558', '2535/49934', '96673/1847558', '99539/1847558', '102437/1847558', '105363/1847558', '108335/1847558', '111361/1847558', '114465/1847558', '117663/1847558', '120997/1847558']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
['1594/46189', '33547/923780', '17573/461890', '18349/461890', '38211/923780', '39697/923780', '2058/46189', '42609/923780', '1159/24310', '2274/46189', '23449/461890', '636/12155', '49769/923780', '25609/461890', '52681/923780', '54167/923780', '2784/46189', '14308/230945', '58831/923780', '30249/461890']
